日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
107/11/08,104 台北二,胡蘿蔔,26.2,22.5,15.8,21.9,-5,"9,420",7,206298
107/11/09,104 台北二,胡蘿蔔,26.6,21.8,12,20.8,-5,"9,660",3,200928
107/11/10,104 台北二,胡蘿蔔,25.8,21.5,10.9,20.2,-3,"9,620",0,194324
107/11/11,104 台北二,胡蘿蔔,27.4,20.4,9.6,19.6,-3,"9,955",3,195118
107/11/13,104 台北二,胡蘿蔔,25.8,21.8,11.9,20.6,5,"8,980",-10,184988
107/11/14,104 台北二,胡蘿蔔,25.7,20.7,8.2,19.2,-7,"9,200",2,176640
107/11/15,104 台北二,胡蘿蔔,25,19.1,13.3,19.1,-1,"7,890",-14,150699
107/11/16,104 台北二,胡蘿蔔,22.4,19,12.5,18.4,-4,"8,590",9,158056
107/11/17,104 台北二,胡蘿蔔,27.1,19,9.8,18.8,2,"8,790",2,165252
107/11/18,104 台北二,胡蘿蔔,25,18.5,8.7,17.9,-5,"9,680",10,173272
107/11/20,104 台北二,胡蘿蔔,25.4,19.6,11,19.1,7,"8,380",-13,160058
107/11/21,104 台北二,胡蘿蔔,26.2,20.4,11.3,19.7,3,"8,635",3,170109.5
107/11/22,104 台北二,胡蘿蔔,28.6,22.2,13.6,21.7,10,"7,420",-14,161014
107/11/23,104 台北二,胡蘿蔔,27.3,22,12.6,21.2,-2,"8,680",17,184016
107/11/24,104 台北二,胡蘿蔔,27,20.8,9.9,19.9,-6,"10,000",15,199000
107/11/25,104 台北二,胡蘿蔔,24.9,19,8.2,18,-10,"11,260",13,202680
107/11/27,104 台北二,胡蘿蔔,25.6,20.8,10.4,19.7,9,"8,910",-21,175527
107/11/28,104 台北二,胡蘿蔔,24.5,18.7,9.7,18.1,-8,"10,020",12,181362
107/11/29,104 台北二,胡蘿蔔,24.3,17.8,7.9,17.1,-6,"9,480",-5,162108
107/11/30,104 台北二,胡蘿蔔,23.3,16,7.3,15.7,-8,"9,950",5,156215
107/12/01,104 台北二,胡蘿蔔,28.2,20.3,7.3,19.3,23,"7,780",-22,150154
107/12/02,104 台北二,胡蘿蔔,28.2,19.2,9.2,19,-2,"8,795",13,167105
107/12/04,104 台北二,胡蘿蔔,31.3,23.8,11.7,22.9,21,"9,970",13,228313
107/12/05,104 台北二,胡蘿蔔,30.8,21.9,12.1,21.7,-5,"9,840",-1,213528
107/12/06,104 台北二,胡蘿蔔,27.2,19.2,10.1,19,-12,"10,890",11,206910
107/12/07,104 台北二,胡蘿蔔,27.6,20.1,10.6,19.7,4,"10,030",-8,197591
107/12/08,104 台北二,胡蘿蔔,26.3,19.1,9.1,18.5,-6,"11,950",19,221075
107/12/09,104 台北二,胡蘿蔔,23.4,17.6,7,16.6,-10,"11,217",-6,186202.2
107/12/11,104 台北二,胡蘿蔔,26.4,18.3,6.6,17.6,6,"12,320",10,216832
107/12/12,104 台北二,胡蘿蔔,26.5,17.7,9.1,17.7,1,"8,460",-31,149742
107/12/13,104 台北二,胡蘿蔔,24.1,15.5,8.7,15.9,-10,"10,030",19,159477
107/12/14,104 台北二,胡蘿蔔,25.2,13.5,5.4,14.2,-11,"9,560",-5,135752
107/12/15,104 台北二,胡蘿蔔,25.4,15.7,9.5,16.4,15,"9,630",1,157932
107/12/16,104 台北二,胡蘿蔔,25.7,14.5,8.8,15.6,-5,"10,750",12,167700
107/12/18,104 台北二,胡蘿蔔,27.2,13.1,5.9,14.5,-7,"13,170",23,190965
107/12/19,104 台北二,胡蘿蔔,25,14.3,6,14.8,2,"13,900",6,205720
107/12/20,104 台北二,胡蘿蔔,23.5,11.2,4.8,12.4,-16,"14,080",1,174592
107/12/21,104 台北二,胡蘿蔔,21.2,11,4.8,11.8,-5,"12,920",-8,152456
107/12/22,104 台北二,胡蘿蔔,18.1,9.5,4,10.1,-14,"13,760",7,138976
107/12/23,104 台北二,胡蘿蔔,17.8,8.3,3.3,9.2,-9,"12,460",-9,114632
107/12/25,104 台北二,胡蘿蔔,18.6,6.8,3.2,8.4,-9,"13,625",9,114450
107/12/26,104 台北二,胡蘿蔔,18.1,13.2,3.2,12.1,44,"10,200",-25,123420
107/12/27,104 台北二,胡蘿蔔,16.7,12.5,4.9,11.8,-2,"10,760",5,126968
107/12/28,104 台北二,胡蘿蔔,16.1,9.8,4.8,10,-15,"10,760",0,107600
107/12/29,104 台北二,胡蘿蔔,16.3,10.1,4.5,10.2,2,"11,020",2,112404
107/12/30,104 台北二,胡蘿蔔,15.9,9.2,3.4,9.4,-8,"9,940",-10,93436
108/01/01,104 台北二,胡蘿蔔,16,12.8,3.9,11.6,23,"10,600",7,122960
108/01/02,104 台北二,胡蘿蔔,16.7,12.5,5.3,11.9,3,"12,000",13,142800
108/01/03,104 台北二,胡蘿蔔,14.7,9.7,3.3,9.4,-21,"15,110",26,142034
108/01/04,104 台北二,胡蘿蔔,12.2,8.7,3.3,8.3,-12,"14,890",-1,123587
108/01/05,104 台北二,胡蘿蔔,14,10.9,4.5,10.2,23,"12,610",-15,128622
108/01/06,104 台北二,胡蘿蔔,13.5,10,4.2,9.6,-6,"12,750",1,122400
108/01/08,104 台北二,胡蘿蔔,13.6,9.5,4.9,9.4,-2,"12,720",0,119568
108/01/09,104 台北二,胡蘿蔔,12.9,9.1,4.7,8.9,-5,"12,660",0,112674
108/01/10,104 台北二,胡蘿蔔,14.2,8.7,4.5,8.9,0,"13,712",8,122036.8
108/01/11,104 台北二,胡蘿蔔,18.8,9.3,4.7,10.3,16,"12,410",-9,127823
108/01/12,104 台北二,胡蘿蔔,13.6,10.4,4.8,9.9,-4,"9,810",-21,97119
108/01/13,104 台北二,胡蘿蔔,12.4,10.4,7.6,10.3,4,"9,080",-7,93524
108/01/15,104 台北二,胡蘿蔔,13,10.9,7.9,10.7,4,"9,340",3,99938
108/01/16,104 台北二,胡蘿蔔,12.7,11.1,7,10.6,-1,"10,110",8,107166
108/01/17,104 台北二,胡蘿蔔,13,9.7,4.5,9.3,-12,"11,680",16,108624
108/01/18,104 台北二,胡蘿蔔,10.6,8.8,4.9,8.4,-10,"12,010",3,100884
108/01/19,104 台北二,胡蘿蔔,11.2,9.3,5.2,8.8,5,"11,640",-3,102432
108/01/20,104 台北二,胡蘿蔔,10.6,8.8,4.8,8.4,-5,"13,490",16,113316
108/01/22,104 台北二,胡蘿蔔,11,9.2,4.9,8.7,4,"12,360",-8,107532
108/01/23,104 台北二,胡蘿蔔,10.9,9.4,4.4,8.7,0,"11,380",-8,99006
108/01/24,104 台北二,胡蘿蔔,10.4,9.3,4.3,8.5,-2,"13,150",16,111775
108/01/25,104 台北二,胡蘿蔔,10.9,9.3,4.7,8.7,2,"14,250",8,123975
108/01/26,104 台北二,胡蘿蔔,11.2,9.2,4.4,8.7,0,"13,560",-5,117972
108/01/27,104 台北二,胡蘿蔔,10.5,9.5,4.9,8.7,0,"13,510",0,117537
108/01/29,104 台北二,胡蘿蔔,11.1,9,4.2,8.5,-2,"14,260",6,121210
108/01/30,104 台北二,胡蘿蔔,11.2,8.9,5.2,8.6,1,"13,720",-4,117992
108/01/31,104 台北二,胡蘿蔔,11.6,9.2,5,8.9,3,"15,060",10,134034
108/02/01,104 台北二,胡蘿蔔,11.4,8.6,5,8.4,-6,"17,350",15,145740
108/02/02,104 台北二,胡蘿蔔,9,6.6,4.1,6.6,-21,"17,160",-1,113256
108/02/03,104 台北二,胡蘿蔔,12,8.9,5,8.8,33,"11,460",-33,100848
108/02/04,104 台北二,胡蘿蔔,25,23.2,22.3,23.4,166,"2,000",-83,46800
108/02/10,104 台北二,胡蘿蔔,16.2,11.3,8.2,11.7,-50,"10,900",445,127530
108/02/11,104 台北二,胡蘿蔔,16.1,11.8,6.5,11.6,-1,"9,870",-9,114492
108/02/12,104 台北二,胡蘿蔔,12.7,10.2,6.8,10,-14,"12,360",25,123600
108/02/14,104 台北二,胡蘿蔔,12.6,9.8,5,9.4,-6,"11,550",-7,108570
108/02/15,104 台北二,胡蘿蔔,12.5,9.6,5.9,9.4,0,"11,480",-1,107912
108/02/16,104 台北二,胡蘿蔔,11.6,7.9,4.3,7.9,-16,"12,890",12,101831
108/02/17,104 台北二,胡蘿蔔,11.7,8,4.9,8.1,3,"12,160",-6,98496
108/02/18,104 台北二,胡蘿蔔,11.5,7.9,4.4,7.9,-2,"10,760",-12,85004
108/02/19,104 台北二,胡蘿蔔,11.5,7.9,3.5,7.7,-3,"11,660",8,89782
108/02/22,104 台北二,胡蘿蔔,15,10.4,4.1,10.1,31,"9,790",-16,98879
108/02/23,104 台北二,胡蘿蔔,13.6,10,4,9.5,-6,"10,500",7,99750
108/02/24,104 台北二,胡蘿蔔,13,9.2,5.6,9.2,-3,"9,940",-5,91448
108/02/26,104 台北二,胡蘿蔔,14.7,10,4.5,9.9,8,"10,610",7,105039
108/02/27,104 台北二,胡蘿蔔,13.7,9.1,4.2,9,-9,"10,000",-6,90000
108/02/28,104 台北二,胡蘿蔔,14.9,10.4,5.4,10.3,14,"9,160",-8,94348
108/03/01,104 台北二,胡蘿蔔,13.3,10.3,6.4,10.1,-2,"9,090",-1,91809
108/03/02,104 台北二,胡蘿蔔,12.6,8.6,4.7,8.6,-15,"10,840",19,93224
108/03/03,104 台北二,胡蘿蔔,11.7,8.3,4.6,8.2,-5,"10,210",-6,83722
108/03/05,104 台北二,胡蘿蔔,11.2,8.7,5.6,8.6,5,"10,750",5,92450
108/03/06,104 台北二,胡蘿蔔,10.9,8.4,5.2,8.2,-5,"10,700",0,87740
108/03/07,104 台北二,胡蘿蔔,11,8.1,4.5,8,-2,"10,500",-2,84000
108/03/08,104 台北二,胡蘿蔔,10.3,8.6,4.2,8.1,1,"9,100",-13,73710
108/03/09,104 台北二,胡蘿蔔,10.8,8.4,3.9,8,-1,"8,830",-3,70640
108/03/10,104 台北二,胡蘿蔔,11,8.4,4.6,8.1,1,"8,220",-7,66582
108/03/12,104 台北二,胡蘿蔔,18.3,11.7,5.2,11.7,44,"9,560",16,111852
108/03/13,104 台北二,胡蘿蔔,17,11.3,7.4,11.7,0,"10,660",12,124722
108/03/14,104 台北二,胡蘿蔔,15.3,10.7,6.9,10.9,-7,"12,250",15,133525
108/03/15,104 台北二,胡蘿蔔,15.4,11,7.1,11.1,2,"12,251",0,135986.1
108/03/16,104 台北二,胡蘿蔔,13.3,9.1,5.3,9.2,-17,"15,730",28,144716
108/03/17,104 台北二,胡蘿蔔,10.7,8.3,5,8.1,-12,"14,946",-5,121062.6
108/03/19,104 台北二,胡蘿蔔,12.8,10,5.5,9.7,20,"12,160",-19,117952
108/03/20,104 台北二,胡蘿蔔,10.9,9.4,5.3,8.9,-8,"12,160",0,108224
108/03/21,104 台北二,胡蘿蔔,10.6,9.3,4.8,8.6,-3,"12,150",0,104490
108/03/22,104 台北二,胡蘿蔔,10.6,9,4.8,8.5,-1,"12,320",1,104720
108/03/23,104 台北二,胡蘿蔔,10.6,9,4.4,8.4,-1,"11,830",-4,99372
108/03/24,104 台北二,胡蘿蔔,10.8,8.7,5,8.4,0,"11,140",-6,93576
108/03/26,104 台北二,胡蘿蔔,10.8,8.7,4.5,8.2,-2,"10,240",-8,83968
108/03/27,104 台北二,胡蘿蔔,13.8,10.7,4,10,22,"10,290",0,102900
108/03/28,104 台北二,胡蘿蔔,14,10.6,4.6,10.1,1,"9,970",-3,100697
108/03/29,104 台北二,胡蘿蔔,13.6,9.8,4,9.4,-7,"11,360",14,106784
108/03/30,104 台北二,胡蘿蔔,12.7,8.7,3.6,8.4,-11,"12,400",9,104160
108/03/31,104 台北二,胡蘿蔔,15,11.4,4.6,10.8,29,"10,100",-19,109080
108/04/02,104 台北二,胡蘿蔔,15.8,11.7,5.3,11.3,5,"9,410",-7,106333
108/04/03,104 台北二,胡蘿蔔,19,13.4,9.7,13.8,22,"9,970",6,137586
108/04/04,104 台北二,胡蘿蔔,19.5,13.3,8.1,13.5,-2,"13,130",32,177255
108/04/07,104 台北二,胡蘿蔔,18.1,11.7,5,11.6,-14,"14,420",10,167272
108/04/09,104 台北二,胡蘿蔔,19,14,6.1,13.4,16,"12,990",-10,174066
108/04/10,104 台北二,胡蘿蔔,18.8,12.9,4.6,12.4,-7,"12,180",-6,151032
108/04/11,104 台北二,胡蘿蔔,12.7,9.9,4.9,9.5,-23,"11,910",-2,113145
108/04/12,104 台北二,胡蘿蔔,12.2,9.2,4.8,8.9,-6,"11,540",-3,102706
108/04/13,104 台北二,胡蘿蔔,10.7,8.8,5.2,8.4,-6,"10,260",-11,86184
108/04/14,104 台北二,胡蘿蔔,11.1,9,4.7,8.6,2,"9,050",-12,77830
108/04/16,104 台北二,胡蘿蔔,11.9,9.8,5,9.3,8,"10,510",16,97743
108/04/17,104 台北二,胡蘿蔔,16.7,11.9,5.5,11.6,25,"8,080",-23,93728
108/04/18,104 台北二,胡蘿蔔,17.1,12,6.7,11.9,3,"7,150",-12,85085
108/04/19,104 台北二,胡蘿蔔,18,12.8,8.1,12.9,8,"7,320",2,94428
108/04/20,104 台北二,胡蘿蔔,17.6,12.8,7.1,12.6,-2,"8,730",19,109998
108/04/21,104 台北二,胡蘿蔔,18.1,11.9,6.6,12.1,-4,"9,090",4,109989
108/04/23,104 台北二,胡蘿蔔,19.2,13.1,6.7,13,7,"8,440",-7,109720
108/04/24,104 台北二,胡蘿蔔,19.5,13.1,7.2,13.2,2,"9,390",11,123948
108/04/25,104 台北二,胡蘿蔔,18.7,12.2,6.8,12.4,-6,"9,350",0,115940
108/04/26,104 台北二,胡蘿蔔,19.8,11.1,7,12,-3,"8,800",-6,105600
108/04/27,104 台北二,胡蘿蔔,19.9,12.3,7.1,12.8,7,"10,210",16,130688
108/04/28,104 台北二,胡蘿蔔,20,12.2,7.1,12.8,0,"9,700",-5,124160
108/04/30,104 台北二,胡蘿蔔,20.4,12.8,5.9,12.9,1,"10,120",4,130548
108/05/01,104 台北二,胡蘿蔔,21.2,12.4,6.4,12.9,0,"10,180",1,131322
108/05/02,104 台北二,胡蘿蔔,19.2,11.3,6.7,12,-7,"10,760",6,129120
108/05/03,104 台北二,胡蘿蔔,19.6,11.1,6.4,11.9,-1,"10,720",0,127568
108/05/04,104 台北二,胡蘿蔔,21.4,12.3,6.3,13,9,"9,250",-14,120250
108/05/05,104 台北二,胡蘿蔔,20,13.1,7.8,13.4,3,"10,050",9,134670
108/05/07,104 台北二,胡蘿蔔,22.1,14.5,8,14.7,10,"9,840",-2,144648
108/05/08,104 台北二,胡蘿蔔,23.2,13.7,9,14.6,-1,"10,330",5,150818
108/05/09,104 台北二,胡蘿蔔,23.5,14,8,14.7,1,"10,130",-2,148911
108/05/10,104 台北二,胡蘿蔔,20.5,13.6,7.8,13.8,-6,"10,360",2,142968
108/05/11,104 台北二,胡蘿蔔,20,13.7,7.5,13.8,0,"10,190",-2,140622
108/05/12,104 台北二,胡蘿蔔,25,15,9.2,15.8,14,"9,340",-8,147572
108/05/14,104 台北二,胡蘿蔔,21.1,15.2,8.5,15,-5,"9,700",4,145500
108/05/15,104 台北二,胡蘿蔔,22.2,15.3,8.4,15.3,2,"10,510",8,160803
108/05/17,104 台北二,胡蘿蔔,22.2,16.1,10.9,16.3,7,"10,330",-2,168379
108/05/18,104 台北二,胡蘿蔔,24.3,14.7,10.4,15.7,-4,"10,570",2,165949
108/05/19,104 台北二,胡蘿蔔,20.6,12.6,8.3,13.3,-15,"13,690",30,182077
108/05/21,104 台北二,胡蘿蔔,20.2,14.4,9.1,14.5,9,"9,960",-27,144420
108/05/22,104 台北二,胡蘿蔔,24.2,14.8,6.9,15.1,4,"9,350",-6,141185
108/05/23,104 台北二,胡蘿蔔,19.3,13.7,7.3,13.6,-10,"9,240",-1,125664
108/05/24,104 台北二,胡蘿蔔,22.7,13.1,7.1,13.9,2,"8,590",-7,119401
108/05/25,104 台北二,胡蘿蔔,21.3,13.7,9.6,14.4,4,"8,510",-1,122544
108/05/26,104 台北二,胡蘿蔔,24,13.7,8,14.6,1,"9,050",6,132130
108/05/28,104 台北二,胡蘿蔔,22.1,14,6.6,14.1,-3,"9,010",0,127041
108/05/29,104 台北二,胡蘿蔔,20.5,13.9,9.4,14.3,1,"9,190",2,131417
108/05/30,104 台北二,胡蘿蔔,21.9,13.6,9.6,14.4,1,"9,850",7,141840
108/05/31,104 台北二,胡蘿蔔,22.4,13.6,9.7,14.6,1,"10,830",10,158118
108/06/01,104 台北二,胡蘿蔔,22.1,13.1,7.5,13.8,-5,"11,560",7,159528
108/06/02,104 台北二,胡蘿蔔,22.9,13,7.6,13.9,1,"10,460",-10,145394
108/06/04,104 台北二,胡蘿蔔,23.4,13.7,9.3,14.7,6,"9,280",-11,136416
108/06/05,104 台北二,胡蘿蔔,22.6,13,9.2,14.2,-3,"9,860",6,140012
108/06/06,104 台北二,胡蘿蔔,21.6,13.7,8.3,14.2,0,"10,630",8,150946
108/06/07,104 台北二,胡蘿蔔,21.2,13.8,7.6,14.1,-1,"9,630",-9,135783
108/06/08,104 台北二,胡蘿蔔,24.2,15.7,13.5,17,21,"3,250",-66,55250
108/06/11,104 台北二,胡蘿蔔,21.9,14.8,9.3,15.1,-11,"9,856",203,148825.6
108/06/12,104 台北二,胡蘿蔔,21.9,14.2,9.5,14.8,-2,"8,040",-18,118992
108/06/13,104 台北二,胡蘿蔔,24.9,16.4,10.3,16.9,14,"8,510",6,143819
108/06/14,104 台北二,胡蘿蔔,20.2,15.2,12.2,15.6,-8,"8,810",4,137436
108/06/15,104 台北二,胡蘿蔔,20.3,14.7,8.8,14.6,-6,"10,350",17,151110
108/06/16,104 台北二,胡蘿蔔,20.5,14.9,9.7,15,3,"10,490",1,157350
108/06/18,104 台北二,胡蘿蔔,20.8,15.6,10.9,15.7,5,"10,210",-3,160297
108/06/19,104 台北二,胡蘿蔔,19.1,14.1,8.9,14.1,-10,"11,840",16,166944
108/06/20,104 台北二,胡蘿蔔,19.6,14.7,9,14.5,3,"9,380",-21,136010
108/06/21,104 台北二,胡蘿蔔,19.5,14.8,8.9,14.5,0,"8,880",-5,128760
108/06/22,104 台北二,胡蘿蔔,20.8,15.2,9.3,15.1,4,"8,620",-3,130162
108/06/23,104 台北二,胡蘿蔔,20,14.5,9.3,14.6,-3,"8,710",1,127166
108/06/25,104 台北二,胡蘿蔔,19.7,15.2,10.2,15.1,3,"7,460",-14,112646
108/06/26,104 台北二,胡蘿蔔,20.8,15.1,10.7,15.4,2,"8,460",13,130284
108/06/27,104 台北二,胡蘿蔔,22.3,15.4,11.1,15.9,3,"7,630",-10,121317
108/06/28,104 台北二,胡蘿蔔,21.7,15.2,10.8,15.6,-2,"8,540",12,133224
108/06/29,104 台北二,胡蘿蔔,22,15.5,10.2,15.7,1,"9,020",6,141614
108/06/30,104 台北二,胡蘿蔔,21.6,14.9,10.9,15.5,-1,"9,360",4,145080
108/07/02,104 台北二,胡蘿蔔,22.2,15.2,10.4,15.6,1,"9,820",5,153192
108/07/03,104 台北二,胡蘿蔔,23.7,16.4,12.4,17.1,10,"9,110",-7,155781
108/07/04,104 台北二,胡蘿蔔,20.6,16.6,13.1,16.7,-2,"8,960",-2,149632
108/07/05,104 台北二,胡蘿蔔,21.7,16.3,13.6,16.9,1,"9,930",11,167817
108/07/06,104 台北二,胡蘿蔔,21,17.1,12.9,17.1,1,"10,090",2,172539
108/07/07,104 台北二,胡蘿蔔,19.1,15.5,12.9,15.7,-8,"11,310",12,177567
108/07/09,104 台北二,胡蘿蔔,19.3,15.5,10.7,15.3,-3,"9,170",-19,140301
108/07/10,104 台北二,胡蘿蔔,21.1,15.6,13,16.2,6,"9,870",8,159894
108/07/11,104 台北二,胡蘿蔔,21.9,15.2,11.9,15.9,-2,"10,280",4,163452
108/07/12,104 台北二,胡蘿蔔,20.4,15.1,12,15.5,-3,"10,200",-1,158100
108/07/13,104 台北二,胡蘿蔔,19.1,14.5,10.2,14.6,-6,"10,480",3,153008
108/07/14,104 台北二,胡蘿蔔,20.7,14.9,9.7,15,3,"8,970",-14,134550
108/07/16,104 台北二,胡蘿蔔,21.6,15.6,11.5,16,7,"9,310",4,148960
108/07/17,104 台北二,胡蘿蔔,22.1,15.1,11.7,15.8,-1,"10,240",10,161792
108/07/18,104 台北二,胡蘿蔔,22.4,15.6,11.2,16.1,2,"11,160",9,179676
108/07/19,104 台北二,胡蘿蔔,23.3,16.1,10.8,16.5,2,"9,480",-15,156420
108/07/20,104 台北二,胡蘿蔔,21.4,15.1,11.9,15.8,-4,"10,010",6,158158
108/07/21,104 台北二,胡蘿蔔,21.5,14.8,11.4,15.5,-2,"9,220",-8,142910
108/07/23,104 台北二,胡蘿蔔,22.5,15.7,10,15.9,3,"9,520",3,151368
108/07/24,104 台北二,胡蘿蔔,22.1,15,11,15.6,-2,"10,210",7,159276
108/07/25,104 台北二,胡蘿蔔,21.8,15.2,10.1,15.5,-1,"9,260",-9,143530
108/07/26,104 台北二,胡蘿蔔,21.6,15.4,11.5,15.9,3,"8,550",-8,135945
108/07/27,104 台北二,胡蘿蔔,21.6,15.8,10.8,16,1,"8,870",4,141920
108/07/28,104 台北二,胡蘿蔔,21.3,14.9,10.6,15.3,-4,"8,810",-1,134793
108/07/30,104 台北二,胡蘿蔔,21.2,15.4,11.8,15.9,4,"8,960",2,142464
108/07/31,104 台北二,胡蘿蔔,22.9,16.6,12,16.9,6,"8,390",-6,141791
108/08/01,104 台北二,胡蘿蔔,21.2,15.8,10.9,15.9,-6,"9,590",14,152481
108/08/02,104 台北二,胡蘿蔔,21.4,16.3,11.8,16.4,3,"9,310",-3,152684
108/08/03,104 台北二,胡蘿蔔,21.7,16.4,12.5,16.7,2,"8,900",-4,148630
108/08/04,104 台北二,胡蘿蔔,20.8,16.1,12.5,16.4,-2,"9,500",7,155800
108/08/06,104 台北二,胡蘿蔔,20.6,17.1,12.5,16.9,3,"9,460",0,159874
108/08/07,104 台北二,胡蘿蔔,20.9,17.1,12.5,16.9,0,"9,850",4,166465
108/08/08,104 台北二,胡蘿蔔,24,17.4,13.5,18,7,"10,550",7,189900
108/08/09,104 台北二,胡蘿蔔,20.6,16.1,13,16.4,-9,"10,590",0,173676
108/08/10,104 台北二,胡蘿蔔,21.1,15.7,9.7,15.6,-5,"7,840",-26,122304
108/08/11,104 台北二,胡蘿蔔,20.5,15.3,12.2,15.8,1,"8,780",12,138724
108/08/13,104 台北二,胡蘿蔔,19.5,15.4,11.7,15.5,-2,"9,960",13,154380
108/08/14,104 台北二,胡蘿蔔,24.9,17.1,12.8,17.8,15,"9,220",-7,164116
108/08/15,104 台北二,胡蘿蔔,25.3,18.9,11.9,18.8,6,"11,600",26,218080
108/08/18,104 台北二,胡蘿蔔,24.6,19.7,13.3,19.4,3,"10,510",-9,203894
108/08/20,104 台北二,胡蘿蔔,34.4,27.3,14,26.1,35,"10,620",1,277182
108/08/21,104 台北二,胡蘿蔔,34.6,28.9,17.8,27.8,7,"11,670",10,324426
108/08/22,104 台北二,胡蘿蔔,30.7,24.7,20.1,25,-10,"12,350",6,308750
108/08/23,104 台北二,胡蘿蔔,30,23.6,17.6,23.7,-5,"13,020",5,308574
108/08/24,104 台北二,胡蘿蔔,30.5,21.6,16.1,22.3,-6,"12,600",-3,280980
108/08/25,104 台北二,胡蘿蔔,27.2,20.4,14.6,20.6,-8,"9,840",-22,202704
108/08/27,104 台北二,胡蘿蔔,27.5,21.1,17.2,21.6,5,"8,570",-13,185112
108/08/28,104 台北二,胡蘿蔔,27.3,20.3,16.3,20.9,-3,"9,320",9,194788
108/08/29,104 台北二,胡蘿蔔,29.1,20,16.3,21.1,1,"8,610",-8,181671
108/08/30,104 台北二,胡蘿蔔,27.4,19.4,13.5,19.8,-6,"8,300",-4,164340
108/08/31,104 台北二,胡蘿蔔,27.9,18.7,15.6,19.9,1,"7,990",-4,159001
108/09/01,104 台北二,胡蘿蔔,25.2,18.7,16,19.4,-3,"8,530",7,165482
108/09/03,104 台北二,胡蘿蔔,29.4,18.8,13.9,20,3,"9,080",6,181600
108/09/04,104 台北二,胡蘿蔔,26,18.9,14.8,19.5,-3,"8,930",-2,174135
108/09/05,104 台北二,胡蘿蔔,25,19,16.4,19.7,1,"9,070",2,178679
108/09/06,104 台北二,胡蘿蔔,25.6,19,15.9,19.7,0,"7,940",-12,156418
108/09/07,104 台北二,胡蘿蔔,25.1,19.1,16.7,19.8,1,"8,440",6,167112
108/09/08,104 台北二,胡蘿蔔,23.4,18.4,15.3,18.8,-5,"8,900",5,167320
108/09/10,104 台北二,胡蘿蔔,27.2,18.2,14.7,19.3,3,"9,140",3,176402
108/09/11,104 台北二,胡蘿蔔,30.4,20.1,16.9,21.5,11,"8,050",-12,173075
108/09/12,104 台北二,胡蘿蔔,30.1,22.3,14,22.1,3,"9,310",16,205751
108/09/13,104 台北二,胡蘿蔔,31.8,24.3,15,23.9,8,"11,320",22,270548
108/09/14,104 台北二,胡蘿蔔,26.8,20.8,17.4,21.3,-11,"6,200",-45,132060
108/09/17,104 台北二,胡蘿蔔,27.1,19.7,16.7,20.6,-3,"10,960",77,225776
108/09/18,104 台北二,胡蘿蔔,26.1,19,14.9,19.6,-5,"10,770",-2,211092
108/09/19,104 台北二,胡蘿蔔,29,20.1,15.8,21,7,"8,570",-20,179970
108/09/20,104 台北二,胡蘿蔔,27.1,18.7,13.8,19.4,-8,"10,510",23,203894
108/09/21,104 台北二,胡蘿蔔,23.8,17.1,12.8,17.6,-9,"10,480",0,184448
108/09/22,104 台北二,胡蘿蔔,23.9,16.2,12.9,17.1,-3,"9,950",-5,170145
108/09/24,104 台北二,胡蘿蔔,27.4,18.6,15.2,19.7,15,"9,490",-5,186953
108/09/25,104 台北二,胡蘿蔔,27.8,17.9,13.6,19,-4,"10,970",16,208430
108/09/26,104 台北二,胡蘿蔔,24.5,16.1,13.3,17.2,-9,"10,990",0,189028
108/09/27,104 台北二,胡蘿蔔,24.5,15.8,11,16.6,-3,"11,040",0,183264
108/09/28,104 台北二,胡蘿蔔,22.4,15.6,9.9,15.8,-5,"10,210",-8,161318
108/09/29,104 台北二,胡蘿蔔,21.3,14.8,10.4,15.2,-4,"9,760",-4,148352
108/10/01,104 台北二,胡蘿蔔,25.5,15.8,13.5,17.3,14,"7,170",-27,124041
108/10/02,104 台北二,胡蘿蔔,23.4,15,10.9,15.9,-8,"9,110",27,144849
108/10/03,104 台北二,胡蘿蔔,25.8,15.8,11.6,16.9,6,"8,330",-9,140777
108/10/04,104 台北二,胡蘿蔔,23.4,16.1,10.4,16.4,-3,"9,620",15,157768
108/10/05,104 台北二,胡蘿蔔,23.6,16.9,12.2,17.3,5,"8,750",-9,151375
108/10/06,104 台北二,胡蘿蔔,22.6,15.8,12.1,16.4,-5,"9,470",8,155308
108/10/08,104 台北二,胡蘿蔔,27,19.8,14.7,20.2,23,"8,690",-8,175538
108/10/09,104 台北二,胡蘿蔔,25.8,19,13.5,19.3,-4,"10,230",18,197439
108/10/10,104 台北二,胡蘿蔔,23.5,16.3,14.1,17.3,-10,"11,510",13,199123
108/10/11,104 台北二,胡蘿蔔,21.4,14.5,12.8,15.5,-10,"10,170",-12,157635
108/10/12,104 台北二,胡蘿蔔,19.6,13.4,9.1,13.8,-11,"12,070",19,166566
108/10/13,104 台北二,胡蘿蔔,22.6,13.2,9.2,14.3,4,"10,210",-15,146003
108/10/15,104 台北二,胡蘿蔔,21.5,13.1,9.3,14,-2,"10,580",4,148120
108/10/16,104 台北二,胡蘿蔔,22.5,14,9.5,14.8,6,"10,430",-1,154364
108/10/18,104 台北二,胡蘿蔔,22.8,14.4,9.3,15.1,2,"11,700",12,176670
108/10/19,104 台北二,胡蘿蔔,21.7,15.3,11.4,15.8,5,"11,250",-4,177750
